customer_id,signup_date,age,gender,city,plan_type,contract_type,payment_method,tenure_months,monthly_charges,total_charges,num_support_calls,data_usage_gb,has_internet_service,satisfaction_score,last_login_days_ago,churn
CUST100150,2024-02-17,36,Male,Sydney,Standard,Two year,Debit Card,7,44.42,295.7,5,97.0,Yes,9,28,0
CUST100151,2020-09-08,46,Female,Berlin,Standard,Month-to-month,Debit Card,28,48.45,1296.45,2,91.9,No,6,43,1
CUST100152,2024-07-02,28,Female,Mumbai,Basic,Month-to-month,PayPal,54,17.98,928.87,1,61.5,Yes,6,12,0
CUST100153,2020-10-04,47,Male,São Paulo,Standard,One year,Debit Card,38,34.23,1342.32,4,86.7,No,10,48,0
CUST100154,2021-08-09,41,Male,Dubai,Standard,Two year,Auto-debit,49,43.56,2078.27,1,96.7,Yes,10,8,0
CUST100155,2022-12-20,31,Male,Dubai,Premium,One year,Debit Card,8,78.46,616.94,1,71.7,No,4,24,1
CUST100156,2019-10-04,38,Male,Sydney,Basic,Two year,PayPal,55,10.45,581.07,2,55.6,Yes,4,56,0
CUST100157,2022-05-04,39,Female,Paris,Basic,Month-to-month,Auto-debit,31,19.56,611.45,3,72.5,No,6,2,1
CUST100158,2022-01-10,37,Female,New York,Standard,Two year,PayPal,21,32.6,678.47,2,70.3,No,7,4,0
CUST100159,2023-09-13,64,Female,London,Basic,Two year,Credit Card,47,17.91,800.04,3,10.9,Yes,5,19,0
CUST100160,2024-12-21,40,Male,New York,Standard,Month-to-month,Credit Card,10,46.46,462.26,2,217.9,No,7,68,0
CUST100161,2022-12-25,38,Female,Paris,Standard,One year,PayPal,36,45.58,1680.08,0,92.0,Yes,10,72,0
CUST100162,2021-06-15,18,Male,Berlin,Basic,Month-to-month,Bank Transfer,31,17.53,529.04,1,130.7,Yes,3,0,0
CUST100163,2021-06-08,29,Male,São Paulo,Standard,Month-to-month,Auto-debit,12,44.49,545.0,2,77.5,Yes,6,25,1
CUST100164,2021-07-04,38,Female,Dubai,Premium,Month-to-month,Credit Card,69,75.3,4943.79,2,44.3,Yes,3,5,1
CUST100165,2023-11-18,32,Female,Dubai,Standard,Month-to-month,PayPal,27,45.06,1266.26,6,113.9,Yes,5,1,1
CUST100166,2020-12-04,59,Female,Paris,Standard,Two year,Debit Card,3,45.35,142.17,1,17.2,Yes,6,84,1
CUST100167,2020-01-01,39,Female,New York,Standard,Month-to-month,PayPal,32,39.6,1204.15,1,94.4,Yes,5,38,0
CUST100168,2021-01-02,58,Female,Sydney,Basic,One year,PayPal,70,21.61,1506.32,2,113.0,Yes,8,71,0
CUST100169,2019-02-19,42,Female,Singapore,Basic,Month-to-month,Debit Card,49,21.57,1047.82,1,60.8,No,7,61,0
CUST100170,2019-08-21,41,Male,Zürich,Standard,Month-to-month,Credit Card,46,44.0,2093.2,0,88.6,Yes,7,40,0
CUST100171,2019-07-17,40,Male,São Paulo,Basic,Month-to-month,Credit Card,65,34.53,2253.59,0,11.1,Yes,6,67,0
CUST100172,2023-08-17,41,Male,Singapore,Basic,Month-to-month,PayPal,7,19.16,135.61,1,91.1,No,6,22,0
CUST100173,2023-05-01,63,Male,Toronto,Basic,One year,Debit Card,40,18.32,711.0,2,50.4,Yes,6,37,0
CUST100174,2023-03-06,18,Male,London,Premium,Two year,Debit Card,24,77.47,1780.64,2,88.9,Yes,6,34,0
CUST100175,2021-10-08,18,Male,Mumbai,Basic,Month-to-month,Credit Card,49,14.17,707.68,0,62.6,Yes,7,51,0
CUST100176,2023-04-20,34,Female,Toronto,Standard,Two year,Credit Card,62,49.12,3082.19,3,62.1,Yes,2,18,0
CUST100177,2019-12-20,41,Female,Singapore,Basic,One year,Credit Card,6,15.88,98.45,5,90.7,Yes,7,67,0
CUST100178,2024-05-26,50,Female,Dubai,Standard,One year,Debit Card,12,41.59,516.28,1,52.2,Yes,5,75,0
CUST100179,2022-01-02,47,Male,Singapore,Basic,Month-to-month,Credit Card,69,16.77,1172.29,2,60.5,Yes,6,80,1
CUST100180,2024-08-16,36,Female,Singapore,Basic,Month-to-month,Debit Card,36,14.09,509.19,0,190.8,No,3,80,1
CUST100181,2019-11-30,54,Male,New York,Standard,Two year,Debit Card,23,34.49,826.11,0,136.1,No,6,57,0
CUST100182,2021-12-25,54,Male,São Paulo,Standard,One year,Debit Card,11,42.22,478.41,0,55.6,Yes,7,71,1
CUST100183,2023-03-05,43,Male,Mumbai,Basic,Month-to-month,Credit Card,26,25.24,681.34,1,63.4,No,8,62,0
CUST100184,2021-12-21,54,Male,London,Standard,Two year,Credit Card,1,46.18,48.47,0,42.1,Yes,4,85,1
CUST100185,2021-09-04,45,Male,Berlin,Standard,Month-to-month,Auto-debit,17,54.36,915.2,4,50.5,Yes,7,8,1
CUST100186,2019-12-31,34,Female,Dubai,Basic,One year,Bank Transfer,14,24.51,350.58,2,52.2,Yes,9,17,0
CUST100187,2021-04-14,50,Female,Paris,Standard,Month-to-month,Credit Card,7,48.14,343.32,3,69.4,Yes,5,37,1
CUST100188,2020-06-06,42,Female,Singapore,Basic,Two year,Debit Card,70,31.3,2119.6,4,12.5,Yes,7,55,0
CUST100189,2020-10-22,41,Male,Paris,Standard,Month-to-month,Debit Card,57,44.42,2566.51,3,49.6,No,2,80,1
CUST100190,2023-02-06,60,Female,Berlin,Basic,Month-to-month,Auto-debit,68,20.38,1375.87,2,44.0,Yes,5,8,0
CUST100191,2022-10-12,18,Female,Toronto,Standard,One year,Auto-debit,18,44.93,804.75,2,147.2,Yes,7,14,1
CUST100192,2022-08-22,23,Male,Paris,Basic,Month-to-month,Bank Transfer,21,29.26,594.81,2,62.9,Yes,9,77,0
CUST100193,2021-03-03,26,Female,Berlin,Standard,Two year,Credit Card,21,45.02,968.56,1,75.6,Yes,5,27,1
CUST100194,2024-10-02,36,Male,São Paulo,Standard,One year,PayPal,41,41.11,1718.87,3,48.6,Yes,10,1,0
CUST100195,2019-07-11,38,Male,Berlin,Premium,Month-to-month,PayPal,14,83.53,1173.2,2,63.3,Yes,7,61,1
CUST100196,2021-01-20,21,Male,Toronto,Standard,Month-to-month,Bank Transfer,17,40.1,658.3,4,50.5,Yes,4,78,1
CUST100197,2019-09-16,28,Female,Mumbai,Premium,Two year,Auto-debit,71,83.2,5940.79,2,70.1,Yes,9,81,0
CUST100198,2021-01-12,30,Male,Sydney,Basic,One year,Debit Card,26,22.48,561.11,2,88.5,Yes,4,76,0
CUST100199,2024-10-07,73,Male,Chicago,Basic,Two year,PayPal,57,18.86,1057.75,3,24.0,No,7,5,0
CUST100200,2021-03-13,64,Male,Paris,Basic,Month-to-month,Debit Card,17,23.39,392.55,2,96.4,Yes,4,12,0
CUST100201,2024-06-12,36,Female,Singapore,Standard,Two year,Debit Card,67,36.07,2509.35,2,32.7,No,4,78,0
CUST100202,2021-12-20,36,Male,Singapore,Standard,Month-to-month,Debit Card,50,45.98,2279.59,2,194.8,No,9,62,0
CUST100203,2023-03-13,26,Male,New York,Premium,One year,Bank Transfer,63,77.22,4912.76,3,69.1,Yes,6,19,0
CUST100204,2021-09-28,18,Male,Berlin,Standard,Month-to-month,PayPal,38,62.17,2451.0,0,75.0,Yes,10,34,0
CUST100205,2020-08-05,39,Female,New York,Standard,Month-to-month,Bank Transfer,66,45.93,3008.87,0,76.9,Yes,4,77,0
CUST100206,2023-08-01,28,Female,Chicago,Basic,Two year,Bank Transfer,27,16.42,460.35,2,66.3,No,3,83,0
CUST100207,2024-10-23,40,Female,Berlin,Basic,Two year,Debit Card,35,11.73,395.62,2,39.3,Yes,5,80,0
CUST100208,2020-07-31,20,Male,Sydney,Standard,Month-to-month,Auto-debit,5,52.83,260.58,1,75.1,Yes,10,41,1
CUST100209,2023-09-02,31,Male,Chicago,Basic,Two year,Credit Card,13,17.9,223.27,2,72.4,Yes,8,69,0
CUST100210,2020-07-25,43,Female,Zürich,Basic,Month-to-month,Auto-debit,56,15.25,859.2,0,36.0,Yes,8,4,0
CUST100211,2023-04-19,46,Male,São Paulo,Premium,Month-to-month,Credit Card,24,82.02,2058.5,1,24.2,Yes,8,83,0
CUST100212,2023-09-24,46,Female,New York,Premium,Month-to-month,Debit Card,8,83.9,681.73,2,113.4,Yes,5,19,0
